Exercise_A,Exercise_B,Similarity_avg,Similarity_raw,Difficulty_avg,Difficulty_raw,Prerequisite_avg,Prerequisite_raw
areas_of_circles_and_sectors,solid_geometry,3.444444444,3_3_3_4_1_6_1_7_3,4.666666667,2_2_3_8_6_6_7_5_3,3.666666667,3_3_6_3_1_3_2_6_6
areas_of_circles_and_sectors,area_of_a_circle,6.222222222,5_4_5_6_8_8_4_8_8,3.666666667,5_7_1_5_3_3_1_5_3,6.222222222,7_6_5_3_9_8_5_7_6
areas_of_circles_and_sectors,radians_to_degrees,4.666666667,7_5_1_5_3_6_1_7_7,4.111111111,4_3_1_8_6_3_1_7_4,4.444444444,6_4_1_3_4_7_1_5_9
areas_of_circles_and_sectors,area_of_parallelograms,3.555555556,3_3_3_4_2_5_1_7_4,2.111111111,1_2_1_4_3_4_1_1_2,4.333333333,2_2_5_5_4_7_2_9_3
areas_of_circles_and_sectors,angles_2,3.888888889,6_4_1_7_1_3_1_7_5,3.888888889,3_4_1_3_6_7_1_6_4,3.666666667,5_5_1_7_1_3_1_7_3
areas_of_circles_and_sectors,circles_and_arcs,6.555555556,8_6_5_7_7_6_3_9_8,3.888888889,5_4_2_3_4_5_3_5_4,7.222222222,8_6_7_8_6_8_5_9_8
converting_percents_to_decimals,adding_decimals_2,3.5,3_7_2_5_1_2_2_6,4.25,6_6_2_6_4_7_1_2,3.25,4_3_3_5_1_1_2_7
converting_percents_to_decimals,converting_decimals_to_fractions_1,6.75,8_8_7_3_8_4_8_8,4.25,3_5_4_5_6_4_2_5,6.75,6_6_7_5_8_5_9_8
converting_percents_to_decimals,number_line_2,3.125,7_2_4_1_1_1_6_3,3,6_3_1_3_2_3_3_3,3,5_1_2_1_2_1_6_6
converting_percents_to_decimals,converting_decimals_to_percents,8.875,9_9_9_9_8_9_9_9,5.25,5_5_6_5_5_5_6_5,8.125,9_7_9_9_8_9_9_5
converting_percents_to_decimals,converting_decimals_to_fractions_2,6.375,8_8_8_3_7_2_8_7,6.125,7_7_4_6_7_6_7_5,4.5,4_3_7_5_4_3_6_4
converting_percents_to_decimals,telling_time,2.25,7_1_1_1_1_1_5_1,2.625,1_7_1_2_2_3_4_1,2.75,7_1_1_1_1_1_6_4
converting_percents_to_decimals,markup_and_commission_word_problems,6.25,8_7_8_6_1_6_7_7,7,7_8_7_7_7_7_4_9,2.625,2_1_1_5_1_3_6_2
arithmetic_sequences_3,counting_1,4.545454545,5_4_3_2_1_7_5_5_7_3_8,3.272727273,3_6_2_3_1_4_6_2_4_4_1,4.181818182,7_4_2_3_1_8_6_6_5_3_1
arithmetic_sequences_3,counting_2,4.090909091,6_3_4_3_1_8_8_3_4_4_1,3.818181818,4_7_2_4_1_2_3_5_5_7_2,3.545454545,6_2_2_4_1_7_5_3_5_3_1
arithmetic_sequences_3,arithmetic_series_1,6.818181818,7_6_8_8_8_9_6_5_3_7_8,4.727272727,3_7_4_6_4_8_5_4_2_3_6,5.363636364,6_2_8_4_7_4_6_5_7_6_4
arithmetic_sequences_3,addition_4,1.727272727,4_2_1_1_1_3_1_2_1_2_1,1.181818182,1_1_1_2_1_2_1_1_1_1_1,2.090909091,1_2_1_1_1_3_1_2_8_2_1
arithmetic_sequences_3,permutations_1,2.545454545,2_5_1_1_1_2_6_3_2_4_1,4.909090909,6_6_1_6_1_8_6_4_5_6_5,2.818181818,3_3_1_1_1_2_5_4_5_4_2
logical_arguments_deductive_reasoning,rounding_numbers,1.428571429,1_1_1_1_1_3_2,3.571428571,6_2_1_1_6_6_3,2,1_1_1_1_5_4_1
logical_arguments_deductive_reasoning,converse_inverse_and_contrapositive,6.857142857,9_9_7_5_3_7_8,5.857142857,7_7_6_5_6_5_5,6.142857143,7_9_7_5_3_7_5
one_step_equations,linear_equations_1,7.428571429,8_8_7_8_5_8_8,5.714285714,5_6_5_6_5_8_5,5.857142857,8_7_7_7_5_2_5
one_step_equations,comparing_absolute_values,2,1_3_1_1_1_5_2,4,4_6_4_3_2_5_4,2.857142857,2_6_1_1_1_5_4
one_step_equations,multiplying_radicals,2,4_3_1_1_1_2_2,7.428571429,7_7_9_6_9_9_5,1.857142857,2_4_1_1_1_1_3
one_step_equations,adding_and_subtracting_fractions,2.428571429,2_4_1_1_1_5_3,6.428571429,5_6_7_4_9_7_7,2.142857143,2_3_1_1_1_3_4
one_step_equations,evaluating_expressions_1,6.571428571,6_7_5_8_4_9_7,4.428571429,3_5_5_4_5_5_4,6.714285714,6_7_4_8_5_9_8
one_step_equations,evaluating_expressions_2,6.428571429,5_7_6_7_4_9_7,6.285714286,7_6_6_6_7_7_5,5.142857143,4_7_5_7_3_2_8
one_step_equations,graphing_points_2,3.142857143,3_3_1_1_1_6_7,4,3_5_1_4_6_5_4,2.857142857,3_3_1_1_1_6_5
derivative_intuition,degrees_to_radians,2.25,4_1_4_1_1_3_3_1,2.875,3_1_8_3_1_3_3_1,2.125,5_1_3_1_1_3_2_1
derivative_intuition,derivatives_1,7.25,7_7_7_8_4_9_8_8,4.75,8_5_5_4_3_3_4_6,6,3_7_3_8_5_9_8_5
derivative_intuition,limits_1,6.25,6_7_6_6_3_9_7_6,4.25,6_5_5_4_2_2_7_3,5.375,4_7_3_6_2_8_7_6
derivative_intuition,limits_2,5,4_7_5_4_1_6_7_6,5,2_5_9_6_2_6_7_3,4.375,5_7_1_2_1_7_6_6
rounding_numbers,rounding_whole_numbers,8,8_7_8_9_8_7_9_8_9_8_7_8,4.25,5_6_3_5_4_5_5_3_5_3_4_3,6.416666667,2_3_7_9_8_5_8_7_8_6_6_8
rounding_numbers,metric_weight_unit_conversion,2.416666667,4_3_3_1_1_3_1_2_1_2_6_2,4.5,2_7_5_4_7_1_5_2_7_5_3_6,3.416666667,3_4_7_1_1_5_1_3_6_2_6_2
rounding_numbers,estimation_with_decimals,6.833333333,6_6_7_8_7_3_7_8_8_7_7_8,6.666666667,6_7_7_8_7_5_8_8_5_6_6_7,3.5,3_3_2_6_6_2_4_3_5_2_4_2
rounding_numbers,place_value,4.916666667,7_4_7_3_4_4_2_8_1_6_6_7,2.416666667,4_2_2_1_3_1_1_3_5_2_2_3,5.333333333,7_7_8_2_6_7_1_8_3_2_8_5
multiplying_polynomials,factoring_difference_of_squares_1,5.545454545,6_7_4_6_6_7_3_5_4_6_7,3.363636364,1_3_6_5_2_2_4_4_2_3_5,6.181818182,7_5_3_5_5_7_6_6_8_7_9
multiplying_polynomials,interpreting_linear_equations,2.181818182,4_1_1_1_1_2_1_3_3_3_4,2,3_1_3_1_1_1_1_2_2_3_4,3.454545455,7_1_1_1_1_6_2_4_7_4_4
multiplying_polynomials,multiplying_expressions_0.5,6.181818182,6_5_7_9_8_4_4_6_3_8_8,3,1_6_4_3_2_2_5_3_2_2_3,6.636363636,7_5_7_9_7_6_5_6_7_8_6
multiplying_polynomials,adding_and_subtracting_polynomials,5.090909091,5_1_7_7_2_6_9_5_3_6_5,3,5_1_2_2_2_3_5_4_1_4_4,6.181818182,6_2_7_7_3_7_8_7_8_6_7
multiplying_polynomials,multiplying_expressions_1,7.818181818,8_9_9_9_9_8_8_7_2_9_8,3.818181818,2_5_5_3_4_3_5_4_2_5_4,8,8_9_9_9_9_8_7_8_8_5_8
age_word_problems,functions_1,1.4,1_1_1_1_3,4.6,9_1_4_1_8,1.4,2_1_1_1_2
age_word_problems,linear_equations_1,4,5_2_4_3_6,2.2,1_1_2_1_6,3,5_1_1_4_4
age_word_problems,linear_equations_2,4.8,4_2_6_6_6,3.6,2_2_3_4_7,4.8,5_3_6_8_2
age_word_problems,linear_equations_3,5,6_2_6_5_6,3.2,2_2_2_2_8,4.4,5_3_6_7_1
age_word_problems,vertex_of_a_parabola,1.8,3_1_1_1_3,8.2,8_9_6_9_9,1.4,3_1_1_1_1
age_word_problems,adding_decimals_0.5,2.2,5_1_1_1_3,1.8,1_1_2_1_4,2.8,6_1_1_1_5
multiplication_1.5,division_0.5,5,6_7_3_2_9_6_4_3_4_3_8,3.636363636,5_2_1_2_1_1_7_2_7_5_7,3.818181818,3_5_2_2_8_6_2_5_2_4_3
multiplication_1.5,reading_tables_1,1.545454545,3_2_1_1_1_1_1_1_2_2_2,3.181818182,7_6_1_1_1_1_7_3_2_3_3,1.818181818,2_4_1_1_1_3_1_1_1_4_1
multiplication_1.5,multiplication_0.5,8.545454545,9_9_8_8_9_9_9_9_8_8_8,2.363636364,1_1_1_1_3_1_9_4_2_2_1,7,9_9_5_8_8_7_9_8_3_8_3
multiplication_1.5,multiplication_1,8.272727273,9_8_8_8_9_9_9_8_7_8_8,2.272727273,1_1_1_1_4_1_9_1_2_2_2,7.272727273,8_8_7_8_9_9_9_6_7_8_1
multiplication_1.5,multiplication_2,8.181818182,9_9_9_7_8_9_9_9_6_7_8,4.727272727,2_7_6_4_6_1_5_5_7_4_5,6.454545455,7_3_6_8_4_9_9_8_3_6_8
recognizing_fractions_0.5,alternate_interior_angles_2,1.888888889,1_1_1_1_1_3_1_7_1,6,1_8_9_6_1_5_9_9_6,1.666666667,1_1_1_1_1_3_1_4_2
recognizing_fractions_0.5,equivalent_fractions,5.777777778,6_6_4_6_8_6_5_3_8,5.666666667,1_7_5_6_5_6_6_7_8,3.444444444,6_1_3_4_8_3_2_2_2
recognizing_fractions_0.5,properties_of_numbers_2,1.555555556,3_1_1_1_1_1_1_4_1,2.888888889,1_2_5_5_1_2_4_1_5,3.444444444,2_7_1_5_1_3_1_6_5
recognizing_fractions_0.5,areas_of_circles_and_sectors,3.222222222,7_7_1_1_1_7_1_2_2,8.333333333,7_9_9_8_9_7_9_9_8,1.555555556,3_1_1_1_1_3_1_1_2
recognizing_fractions_0.5,area_1,2.111111111,5_1_1_1_2_5_1_1_2,4.555555556,2_2_5_6_1_6_6_8_5,2.555555556,6_3_1_1_3_4_1_2_2
recognizing_fractions_0.5,order_of_operations,3.111111111,3_7_2_1_1_5_1_7_1,7.333333333,5_7_8_7_8_7_8_9_7,2.555555556,7_1_1_1_1_5_1_3_3
recognizing_fractions_0.5,writing_fractions_1,6.555555556,8_8_7_8_1_7_6_7_7,6.333333333,7_7_6_6_5_6_6_8_6,4.666666667,6_1_5_7_7_4_5_4_3
subtraction_4,subtraction_2,8.555555556,8_9_9_9_8_9_9_8_8,1.666666667,2_1_1_1_2_1_2_3_2,8,8_8_7_8_9_9_9_6_8
subtraction_4,subtraction_3,8.666666667,9_9_7_9_9_9_9_9_8,3.333333333,4_5_5_2_3_1_2_4_4,8.666666667,9_8_9_9_9_9_9_7_9
subtraction_4,addition_4,7.666666667,4_9_9_9_7_7_9_7_8,4.222222222,3_5_3_5_4_5_5_5_3,7.666666667,7_6_7_9_8_8_9_7_8
subtraction_4,subtracting_decimals_0.5,8,9_8_7_8_8_9_8_8_7,4.444444444,5_5_2_5_6_4_2_5_6,5.666666667,4_3_7_5_7_7_6_7_5
subtraction_4,time_word_problem_2,5.777777778,7_7_7_5_1_7_5_7_6,6.666666667,8_6_9_4_7_7_6_6_7,3.111111111,2_2_3_5_1_4_2_5_4
l_ml_transform,understanding_decimals_place_value,3.7,2_6_2_2_1_1_2_4_9_8,3.8,1_3_7_2_5_1_4_7_5_3,3.6,4_7_2_2_1_1_1_3_9_6
l_ml_transform,metric_area_unit_conversion,6.5,8_6_5_7_9_1_7_5_9_8,5.8,5_5_8_6_5_4_8_7_5_5,6.2,7_7_8_6_7_1_5_3_9_9
l_ml_transform,place_value,3.4,3_6_1_1_1_1_2_3_9_7,2.9,6_2_1_2_4_5_1_1_5_2,3.3,2_7_1_2_1_1_1_4_9_5
l_ml_transform,l_ml_word_problem,7.9,4_8_9_8_7_9_9_8_9_8,5.9,2_7_8_8_5_6_6_6_5_6,6,7_4_6_4_7_7_7_5_9_4
congruent_segments,measuring_segments,8.666666667,9_9_9_8_9_8,4.833333333,5_5_5_5_5_4,8.5,7_9_9_9_9_8
congruent_segments,segment_addition,5.333333333,6_5_4_2_6_9,6.166666667,2_9_5_7_8_6,4.333333333,6_3_5_3_4_5
congruent_segments,recognizing_rays_lines_and_line_segments,4.833333333,4_5_2_6_5_7,2.5,2_5_1_3_1_3,7,3_8_5_8_9_9
congruent_segments,area_of_a_circle,1.5,2_1_1_1_1_3,7,8_6_7_7_7_7,1.5,2_1_1_1_1_3
congruent_segments,parallel_lines_2,1.166666667,1_1_1_1_1_2,6,1_8_5_6_9_7,1.333333333,1_1_1_1_1_3
congruent_segments,interpreting_linear_equations,2.5,6_1_3_1_1_3,6.333333333,7_5_7_6_5_8,2.166666667,3_1_4_2_1_2
congruent_segments,midpoint_of_a_segment,5,6_4_4_3_5_8,6.333333333,7_8_5_7_7_4,4.333333333,3_3_6_2_3_9
ordering_improper_fractions_and_mixed_numbers,comparing_improper_fractions_and_mixed_numbers,8.3,9_8_9_9_7_9_8_8_8_8,3.7,4_6_4_2_3_5_3_3_2_5,7.9,9_4_9_9_7_9_8_7_8_9
ordering_improper_fractions_and_mixed_numbers,converting_mixed_numbers_and_improper_fractions,7.5,8_6_7_8_6_8_8_7_9_8,3.2,3_5_2_2_4_4_3_5_1_3,7.2,8_6_6_8_6_8_7_5_9_9
ordering_improper_fractions_and_mixed_numbers,simplifying_fractions,5.8,8_6_3_5_6_6_4_5_8_7,2.6,4_4_1_1_5_2_1_5_1_2,5.9,9_6_6_6_5_4_4_6_9_4
the_complex_plane,adding_and_subtracting_complex_numbers,5.444444444,3_7_7_4_9_2_4_6_7,4.777777778,6_2_6_2_5_2_6_9_5,5.333333333,4_8_5_6_7_2_4_7_5
the_complex_plane,absolute_value_of_complex_numbers,5.111111111,2_7_7_6_7_3_5_1_8,5.444444444,3_3_8_6_7_2_5_9_6,4.666666667,6_7_2_7_3_2_6_5_4
the_complex_plane,imaginary_unit_powers,4.888888889,7_7_7_2_3_2_6_3_7,4.111111111,3_3_2_7_2_1_7_9_3,4.777777778,5_7_4_4_3_1_4_6_9
graphing_points,adding_vectors,3.454545455,3_1_1_4_1_6_1_8_3_4_6,8.454545455,8_9_7_9_9_9_9_9_9_7_8,1.454545455,2_1_1_2_1_2_1_1_1_2_2
graphing_points,linear_equations_1,3.454545455,2_3_5_2_6_2_3_3_4_2_6,6.272727273,6_9_7_7_7_5_8_1_8_5_6,3,3_1_1_3_6_5_1_7_1_2_3
graphing_points,one_step_equations,2.909090909,3_5_5_2_1_2_1_3_4_2_4,6.272727273,6_9_7_7_6_8_8_1_6_5_6,2.363636364,3_1_1_3_1_2_1_7_2_2_3
graphing_points,percentage_word_problems_1,1.636363636,2_1_1_2_1_3_1_1_3_2_1,7.727272727,7_9_8_8_7_7_9_9_8_7_6,1.454545455,2_1_1_2_1_2_1_1_2_2_1
graphing_points,identifying_points_2,7.363636364,6_9_7_8_9_5_6_9_7_8_7,6.545454545,5_5_8_7_5_9_7_9_5_5_7,4.181818182,6_3_2_3_9_3_1_1_8_7_3
same_side_exterior_angles,congruent_angles,8.222222222,8_8_8_8_9_9_9_7_8,4.222222222,3_5_5_6_5_5_2_3_4,8,7_8_7_8_8_9_9_7_9
same_side_exterior_angles,number_line_3,1.888888889,4_1_1_1_2_1_2_3_2,4.333333333,3_5_5_4_5_3_6_4_4,1.888888889,3_2_1_1_2_1_2_3_2
same_side_exterior_angles,measuring_segments,2.333333333,4_1_5_1_2_1_2_3_2,2.555555556,2_5_3_2_1_3_1_5_1,2.444444444,4_2_3_1_5_1_2_3_1
same_side_exterior_angles,segment_addition,2.222222222,4_1_1_1_3_3_2_3_2,6.111111111,6_7_9_6_7_1_7_4_8,2,4_1_1_1_3_1_3_3_1
same_side_exterior_angles,same_side_interior_angles,8.555555556,8_9_9_8_9_9_9_8_8,5,5_5_5_5_5_5_5_5_5,8.555555556,7_9_9_9_9_9_9_7_9
division_1.5,division_word_problems_1,8,7_8_9_7_9_8_8,5.571428571,3_7_6_7_5_7_4,4.571428571,6_1_5_2_9_2_7
division_1.5,multiplication_1.5,4.857142857,4_7_6_4_3_2_8,3.857142857,5_2_5_4_5_4_2,5.571428571,4_7_7_3_5_6_7
division_1.5,arithmetic_word_problems_2,5.285714286,2_7_7_1_6_7_7,6.142857143,4_7_6_6_7_8_5,4.142857143,3_1_6_1_7_3_8
division_1.5,division_0.5,8.571428571,7_9_9_9_9_9_8,3,5_1_5_4_4_1_1,8.285714286,7_9_9_9_9_9_6
division_1.5,the_fundamental_theorem_of_arithmetic,3.142857143,3_7_2_1_1_2_6,7.714285714,7_9_8_6_8_9_7,1.571428571,3_1_1_1_1_1_3
division_1.5,division_1,8.571428571,8_9_9_9_9_8_8,3.714285714,5_5_5_3_4_1_3,8,6_7_9_9_9_9_7
factoring_polynomials_1,solving_quadratics_by_taking_the_square_root,5.5,5_7_3_7_5_8_3_4_6_7,4.5,4_5_3_4_4_7_2_3_7_6,4.1,7_6_2_3_4_4_6_2_3_4
factoring_polynomials_1,factoring_difference_of_squares_1,6.4,4_6_7_8_6_9_3_6_7_8,3.6,2_7_2_4_3_2_6_3_3_4,6,8_2_6_8_5_8_4_4_6_9
factoring_polynomials_1,exponents_1,2.1,2_4_1_1_1_1_1_3_4_3,3.4,2_9_1_2_1_2_5_5_4_3,2.1,4_1_1_1_1_2_2_3_4_2
factoring_polynomials_1,multiplying_expressions_0.5,6.7,4_7_8_7_8_8_3_7_7_8,3,2_3_4_4_2_3_3_3_2_4,7.5,8_8_8_8_7_8_6_7_7_8
factoring_polynomials_1,multiplying_polynomials,4.9,4_6_3_6_3_2_3_8_6_8,3.5,2_8_2_4_2_2_3_2_5_5,4.6,7_2_2_4_3_2_6_7_4_9
division_1,division_0.9,9,9_9_9_9_9_9_9_9_9,4.555555556,5_4_5_5_5_2_5_5_5,8.555555556,8_9_9_9_9_8_8_8_9
division_1,division_1.5,8.555555556,9_9_9_8_9_8_9_8_8,6,5_7_5_6_5_7_6_6_7,6,5_2_7_8_9_7_7_7_2
division_1,division_1.4,8.666666667,9_9_9_8_9_9_9_8_8,5.888888889,4_6_5_6_5_8_5_7_7,6.666666667,6_7_9_7_9_7_6_7_2
division_1,multiplication_1,6,2_8_7_7_7_7_1_7_8,3.666666667,1_4_5_3_5_2_6_4_3,6.333333333,6_9_8_4_8_2_6_7_7
division_1,division_0.5,8.888888889,9_9_9_9_9_9_9_9_8,4.888888889,5_6_5_5_5_2_5_5_6,7.111111111,7_7_9_9_9_6_6_8_3
distance_formula,reading_pictographs_2,1.5,2_2_1_1_2_1_1_2,1.25,2_2_1_1_1_1_1_1,3,2_8_1_1_9_1_1_1
distance_formula,pythagorean_theorem_1,7.125,4_8_9_8_7_8_7_6,4,3_5_5_4_5_4_3_3,7.125,4_8_9_9_5_8_7_7
distance_formula,trigonometry_0.5,2.625,3_3_1_3_2_2_1_6,6.125,7_7_1_9_8_8_2_7,1.875,2_3_1_2_2_1_1_3
distance_formula,absolute_value_of_complex_numbers,4.875,1_7_5_7_2_8_7_2,6.25,9_5_3_9_8_6_3_7,3.5,1_3_1_7_2_4_7_3
distance_formula,multiplying_fractions,1.875,3_2_1_3_2_1_1_2,2.25,3_2_1_3_2_4_1_2,3.75,6_8_1_2_8_3_1_1
distance_formula,midpoint_formula,5.875,8_3_2_7_7_6_6_8,3.625,5_2_3_4_5_3_4_3,7,8_7_5_8_5_6_8_9
distance_formula,adding_and_subtracting_radicals,3.25,2_5_2_8_2_1_2_4,5.125,7_4_2_6_8_6_2_6,3.125,2_7_1_6_2_1_3_3
prime_numbers,prime_factorization,7.727272727,8_7_8_7_9_8_9_7_7_7_8,4.727272727,3_6_5_5_5_7_5_2_2_7_5,5.727272727,8_7_6_5_4_4_8_5_8_4_4
prime_numbers,divisibility_tests,6.090909091,7_7_5_7_9_1_8_4_4_7_8,5.545454545,4_6_6_3_5_8_7_7_4_5_6,5.454545455,8_7_2_7_9_3_7_2_4_7_4
prime_numbers,divisibility_0.5,6.727272727,6_7_8_7_8_6_8_5_4_8_7,5,4_6_6_3_5_4_5_5_7_4_6,6.181818182,7_7_4_7_9_7_7_6_4_6_4
prime_numbers,composite_numbers,7.909090909,8_8_9_7_4_9_8_8_9_9_8,5.454545455,5_3_5_7_9_5_5_5_5_5_6,6.181818182,7_8_5_3_1_7_8_8_9_9_3
prime_numbers,divisibility_intuition,6.636363636,7_7_6_7_5_8_9_3_7_7_7,4.818181818,2_7_7_7_3_6_2_8_1_3_7,5.727272727,7_7_3_4_6_7_7_2_9_7_4
congruent_triangles_1,congruent_triangles_2,7.75,8_8_6_8_6_9_9_8,6.625,5_6_9_4_7_7_9_6,4.25,4_8_3_7_3_5_1_3
congruent_triangles_1,angles_1,4.75,8_3_3_1_4_4_9_6,5.875,6_2_9_2_6_7_9_6,3.25,4_2_3_6_4_2_1_4
congruent_triangles_1,areas_of_kites,3.375,2_2_9_1_6_1_4_2,4.875,6_3_5_2_6_8_2_7,3.875,4_2_9_1_4_1_7_3
congruent_triangles_1,order_of_operations,1.125,1_1_1_1_2_1_1_1,5.375,4_3_9_6_6_7_1_7,2.375,2_1_3_1_2_1_8_1
congruent_triangles_1,angles_2,5,7_3_6_1_4_4_9_6,7,6_2_9_6_7_9_9_8,2.375,3_2_6_1_3_1_1_2
adding_decimals,addition_4,7.363636364,8_7_7_6_9_6_8_7_9_7_7,5.181818182,2_7_4_7_6_5_5_5_5_6_5,6.545454545,7_6_7_5_6_6_7_8_9_6_5
adding_decimals,adding_decimals_0.5,8.545454545,8_9_9_9_9_6_9_8_9_9_9,4.909090909,5_5_4_5_8_5_5_3_5_5_4,7.454545455,7_9_9_9_3_5_8_7_9_7_9
adding_decimals,addition_2,6.909090909,7_7_6_7_9_3_8_8_7_7_7,3.272727273,2_3_2_4_1_9_5_2_1_4_3,6.727272727,7_7_6_6_7_7_6_7_8_7_6
adding_decimals,subtracting_decimals_0.5,6.909090909,8_8_7_8_8_3_7_4_9_6_8,6.090909091,6_5_6_5_8_7_6_7_5_6_6,6,4_9_4_9_4_9_4_3_9_7_4
arithmetic_series_1,counting_1,3.3,4_5_1_2_1_2_3_4_7_4,2.7,2_3_1_2_6_1_1_5_5_1,3,3_7_1_2_1_1_2_6_6_1
arithmetic_series_1,counting_2,4.5,6_6_2_3_4_3_3_6_8_4,2.9,3_2_3_4_3_3_2_2_5_2,3.8,6_7_2_3_1_2_3_7_6_1
arithmetic_series_1,arithmetic_sequences_3,6.4,3_6_8_8_8_8_5_4_9_5,5,2_3_8_4_5_7_4_6_7_4,5.5,4_7_4_8_8_6_6_3_3_6
even_and_odd_functions,functions_1,6.4,7_5_5_7_7_8_4_5_8_8,3.6,5_1_2_4_3_5_5_3_5_3,6,6_5_8_6_8_3_5_5_7_7
even_and_odd_functions,functions_3,4,3_1_2_4_6_5_3_2_7_7,6.9,3_9_8_5_4_9_7_9_9_6,3.3,3_1_2_5_7_2_6_1_3_3
even_and_odd_functions,functions_2,6,4_5_5_6_7_8_4_5_8_8,7,6_8_8_6_6_8_6_9_5_8,3.9,4_3_2_6_6_3_3_3_6_3
even_and_odd_functions,factoring_difference_of_squares_1,3.2,3_1_5_3_1_1_6_1_6_5,4,3_6_2_2_4_7_7_3_4_2,3.9,6_1_8_4_1_1_4_1_6_7
even_and_odd_functions,metric_area_unit_comparison,1.2,1_1_2_1_1_1_1_1_1_2,3.2,1_2_2_3_4_2_6_7_4_1,2.5,3_1_8_2_1_1_2_1_4_2
even_and_odd_functions,domain_and_range_0.5,6,7_2_5_4_7_8_8_3_9_7,4.2,7_6_2_2_3_5_5_3_4_5,6.4,4_4_8_5_7_7_9_5_8_7
sectors_as_fraction_of_circles_1,area_of_parallelograms,1.857142857,2_2_2_1_3_1_2_1_1_1_3_2_3_2,2.5,3_7_1_1_2_2_3_1_5_3_1_3_2_1,2.571428571,2_3_1_1_4_1_3_1_1_3_9_2_3_2
sectors_as_fraction_of_circles_1,circles_and_arcs,6.357142857,7_5_8_6_6_8_6_5_3_7_6_7_7_8,7.142857143,6_8_5_8_6_7_8_9_8_8_9_7_6_5,3.714285714,4_3_8_2_4_4_2_2_3_3_1_3_4_9
sectors_as_fraction_of_circles_1,metric_area_unit_conversion,1.428571429,2_1_1_1_2_1_1_1_2_2_1_2_2_1,4.071428571,6_2_3_8_2_6_3_6_7_5_1_2_2_4,1.928571429,2_7_1_1_2_1_2_1_1_2_1_2_2_2
sectors_as_fraction_of_circles_1,shaded_areas,2.285714286,2_3_1_1_3_1_4_2_1_3_3_2_4_2,5.5,8_2_1_4_7_6_7_7_6_8_7_3_5_6,2.142857143,2_3_1_1_2_1_3_1_2_2_2_2_5_3
sectors_as_fraction_of_circles_1,sectors_as_fraction_of_circles_2,7.785714286,8_6_8_9_8_9_7_9_7_8_9_8_5_8,6.285714286,7_7_5_6_6_5_7_7_5_5_8_7_6_7,4.714285714,2_3_8_6_3_9_3_5_8_8_1_3_4_3
sectors_as_fraction_of_circles_2,inscribed_angles_1,5.416666667,6_6_6_4_8_3_6_4_8_3_3_8,4.083333333,4_4_2_7_4_3_2_7_5_3_4_4,6.25,7_7_6_4_8_8_8_4_8_4_4_7
sectors_as_fraction_of_circles_2,circles_and_arcs,6.25,4_6_4_7_7_8_3_6_8_8_5_9,5.583333333,5_4_7_7_3_7_8_7_5_5_4_5,6.083333333,5_8_3_7_7_5_4_4_8_8_5_9
sectors_as_fraction_of_circles_2,sectors_as_fraction_of_circles_1,8.083333333,8_6_9_8_9_9_9_8_9_8_6_8,4.25,5_7_1_3_5_4_1_8_5_4_4_4,8.333333333,8_7_9_8_9_8_9_9_9_8_7_9
measuring_and_comparing_angles,measuring_angles,8.727272727,6_9_9_9_9_9_9_9_9_9_9,4.181818182,7_2_5_5_5_1_5_3_5_5_3,8.181818182,4_8_9_9_7_9_9_8_9_9_9
measuring_and_comparing_angles,exploring_angle_pairs_1,3.909090909,4_7_5_2_1_4_5_2_4_3_6,5.818181818,9_4_6_7_7_6_6_2_5_7_5,4.181818182,2_7_4_3_1_4_4_2_7_3_9
measuring_and_comparing_angles,area_of_squares_and_rectangles,1.545454545,2_3_1_1_1_1_1_1_2_3_1,3.909090909,2_4_3_6_5_3_6_1_5_2_6,2.272727273,3_3_1_1_1_1_2_2_2_8_1
measuring_and_comparing_angles,recognizing_rays_lines_and_line_segments,2.636363636,3_5_1_1_1_2_1_1_8_3_3,3,5_2_4_2_5_1_4_1_5_1_3,4.181818182,2_6_2_4_2_2_5_2_9_9_3
telling_time,time_terminology,6.363636364,5_9_7_7_5_4_7_9_7_3_7,3,5_1_1_1_2_6_5_1_5_3_3,6.090909091,5_9_3_7_7_6_9_7_1_4_9
telling_time,telling_time_2,7.909090909,8_9_8_9_6_8_9_9_7_6_8,4.818181818,5_1_8_5_6_6_5_1_6_6_4,7.090909091,6_9_9_8_6_7_9_9_2_4_9
telling_time,telling_time_0.5,8.363636364,9_9_9_9_8_9_9_9_5_8_8,4.454545455,5_1_9_5_5_5_5_1_6_4_3,8.363636364,9_9_9_9_5_9_9_9_8_7_9
circles_and_arcs,areas_of_circles_and_sectors,6.642857143,7_8_6_7_8_8_6_6_8_5_3_6_7_8,5.714285714,7_6_6_5_7_5_5_5_8_5_5_5_5_6,6.214285714,3_7_6_6_7_8_7_8_4_5_6_8_8_4
circles_and_arcs,area_of_parallelograms,2.357142857,3_2_1_1_5_1_2_1_2_2_1_5_4_3,2.285714286,3_1_2_3_1_1_1_3_2_7_1_3_3_1,3,4_2_1_1_4_1_2_3_3_5_6_6_2_2
circles_and_arcs,inscribed_angles_1,3.357142857,7_3_1_3_6_1_2_4_2_3_1_4_4_6,4.142857143,7_1_2_6_6_1_1_3_8_6_6_4_3_4,3.785714286,3_4_1_3_6_1_1_5_3_5_5_6_4_6
